物件名,路線,最寄駅,距離,住所,築年数,賃料,部屋数,プラン,面積,管理費,敷金,礼金
レオパレスグローバル３,地下鉄烏丸線,鞍馬口駅,20.0,京都府京都市上京区井田町,17,5,1,K,19.87,7000,,
レオパレスグローバル３,地下鉄烏丸線,鞍馬口駅,20.0,京都府京都市上京区井田町,17,5,1,K,19.87,7000,,
レオパレスグローバル３,地下鉄烏丸線,鞍馬口駅,20.0,京都府京都市上京区井田町,17,5,1,K,19.87,7000,,
レオパレスグローバル３,地下鉄烏丸線,鞍馬口駅,20.0,京都府京都市上京区井田町,17,5.2,1,K,19.87,7000,,5.2
レオパレスグローバル３,地下鉄烏丸線,鞍馬口駅,20.0,京都府京都市上京区井田町,17,5.2,1,K,19.87,7000,,
パレス・ナタリ,地下鉄東西線,二条駅,15.0,京都府京都市上京区白銀町,31,3.8,1,K,18,,,
パレス・ナタリ,地下鉄東西線,二条駅,15.0,京都府京都市上京区白銀町,31,3.8,1,K,18,3000,,
パレス・ナタリ,地下鉄東西線,二条駅,15.0,京都府京都市上京区白銀町,31,3.8,1,K,18,3000,,
パレス・ナタリ,地下鉄東西線,二条駅,15.0,京都府京都市上京区白銀町,31,3.8,1,K,18,3000,,
パレス・ナタリ,地下鉄東西線,二条駅,15.0,京都府京都市上京区白銀町,31,3.8,1,K,18,3000,,
ラメールI,地下鉄烏丸線,丸太町駅,5.0,京都府京都市上京区米屋町,37,3.6,1,K,20,4000,,
地下鉄烏丸線 今出川駅 10階建 築40年,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区東上善寺町,40,4.4,1,K,16.39,5000,,4.4
地下鉄烏丸線 今出川駅 10階建 築40年,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区東上善寺町,40,4.4,1,R,16.39,5000,,4.4
地下鉄烏丸線 今出川駅 10階建 築40年,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区東上善寺町,40,4.5,1,K,16.39,5000,,4.5
地下鉄烏丸線 今出川駅 10階建 築40年,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区東上善寺町,40,4.7,1,R,16.39,5000,,4.7
地下鉄烏丸線 今出川駅 10階建 築40年,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区東上善寺町,40,4.7,1,K,16.4,5000,,4.7
地下鉄烏丸線 今出川駅 10階建 築40年,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区東上善寺町,40,5.5,1,K,25.2,5000,,5.5
地下鉄烏丸線 今出川駅 10階建 築40年,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区東上善寺町,40,5.5,1,K,25.2,5000,,5.5
地下鉄烏丸線 今出川駅 10階建 築40年,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区東上善寺町,40,20,1,K,16.4,,,40
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,4.4,1,K,16.39,5000,,4.4
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,4.4,1,K,16.4,5000,,4.4
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,4.5,1,R,16.39,5000,,4.5
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,4.6,1,K,16.4,5000,,4.6
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,4.7,1,K,16.4,5000,,4.7
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,4.7,1,K,16.4,5000,,4.7
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,5.5,1,K,25.2,5000,,5.5
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,5.5,1,K,25.2,5000,,5.5
コスモリード京都今出川,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区東上善寺町,40,20,1,K,16.4,,,40
ルミノール西陣,地下鉄東西線,,,京都府京都市上京区新猪熊東町,8,5.9,1,K,28.6,6000,5.9,11.8
ルミノール西陣,地下鉄東西線,,,京都府京都市上京区新猪熊東町,8,6,1,K,25.3,6000,6,12
ルミノール西陣,地下鉄東西線,,,京都府京都市上京区新猪熊東町,8,6,1,K,24.5,6000,6,12
ソレイユ・ルーチェ,地下鉄東西線,二条城前駅,21.0,京都府京都市上京区秤口町,18,4.7,1,K,28,4000,,4.7
ソレイユ・ルーチェ,地下鉄東西線,二条城前駅,21.0,京都府京都市上京区秤口町,18,4.8,1,K,28,4000,,4.8
ソレイユ・ルーチェ,地下鉄東西線,二条城前駅,21.0,京都府京都市上京区秤口町,18,4.8,1,K,28,4000,,4.8
クレールモア,地下鉄烏丸線,二条駅,17.0,京都府京都市上京区白銀町,32,4.5,1,K,24,3000,5,
クレールモア,京阪鴨東線,二条駅,17.0,京都府京都市上京区白銀町,32,4.5,1,K,24,3000,5,
クレールモア,京阪鴨東線,二条駅,17.0,京都府京都市上京区白銀町,32,4.7,1,K,24,3000,5,
Ｂｒｅｚｚａ京都,京阪鴨東線,今出川駅,17.0,京都府京都市上京区伊佐町,35,4,1,K,18,,,
キアーラ御所,京阪鴨東線,出町柳駅,7.0,京都府京都市上京区栄町,22,6.3,1,K,25,7000,8,8
キアーラ御所,京阪鴨東線,出町柳駅,7.0,京都府京都市上京区栄町,22,6.8,1,K,29.8,7000,8,8
キアーラ御所,京阪鴨東線,出町柳駅,7.0,京都府京都市上京区栄町,22,6.8,1,K,28,7000,8,8
キアーラ御所,京阪鴨東線,出町柳駅,7.0,京都府京都市上京区栄町,22,7.1,1,K,29.8,7000,10,8
キアーラ御所,京阪鴨東線,出町柳駅,7.0,京都府京都市上京区栄町,22,7.1,1,K,24.9,7000,8,8
キアーラ御所,京阪鴨東線,出町柳駅,7.0,京都府京都市上京区栄町,22,7.8,1,DK,35.7,7000,10,10
京阪鴨東線 出町柳駅 7階建 築22年,京阪鴨東線,出町柳駅,5.0,京都府京都市上京区栄町,22,6.3,1,K,25,7000,8,8
京阪鴨東線 出町柳駅 7階建 築22年,京阪鴨東線,出町柳駅,5.0,京都府京都市上京区栄町,22,6.8,1,K,25.9,7000,8,8
京阪鴨東線 出町柳駅 7階建 築22年,地下鉄烏丸線,出町柳駅,5.0,京都府京都市上京区栄町,22,7.1,1,K,27,7000,8,8
京阪鴨東線 出町柳駅 7階建 築22年,地下鉄烏丸線,出町柳駅,5.0,京都府京都市上京区栄町,22,7.1,1,K,25.9,7000,8,8
京阪鴨東線 出町柳駅 7階建 築22年,地下鉄烏丸線,出町柳駅,5.0,京都府京都市上京区栄町,22,7.8,1,DK,35,7000,10,10
ＪＲ山陰本線 二条駅 3階建 築15年,地下鉄烏丸線,今出川駅,21.0,京都府京都市上京区新白水丸町,15,5.4,1,K,28.28,6000,,10.8
ＪＲ山陰本線 二条駅 3階建 築15年,地下鉄烏丸線,今出川駅,21.0,京都府京都市上京区新白水丸町,15,5.5,1,K,28.28,6000,,11
ＪＲ山陰本線 二条駅 3階建 築15年,地下鉄烏丸線,今出川駅,21.0,京都府京都市上京区新白水丸町,15,5.5,1,K,28.28,6000,,11
ＪＲ山陰本線 二条駅 3階建 築15年,地下鉄烏丸線,今出川駅,21.0,京都府京都市上京区新白水丸町,15,5.5,1,K,28.28,6000,,11
ＪＲ山陰本線 二条駅 3階建 築15年,地下鉄烏丸線,今出川駅,21.0,京都府京都市上京区新白水丸町,15,5.6,1,K,28.28,6000,,11.2
ＪＲ山陰本線 二条駅 3階建 築15年,京阪鴨東線,今出川駅,21.0,京都府京都市上京区新白水丸町,15,5.6,1,K,28.28,6000,,11.2
ＪＲ山陰本線 二条駅 3階建 築15年,京阪鴨東線,今出川駅,21.0,京都府京都市上京区新白水丸町,15,5.6,1,K,28.28,6000,,11.2
ＪＲ山陰本線 二条駅 3階建 築15年,京阪鴨東線,今出川駅,21.0,京都府京都市上京区新白水丸町,15,5.6,1,K,28.28,6000,,11.2
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,11,1,R,37.65,10000,11,11
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,12.2,1,LDK,38.95,10000,12.2,12.2
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,12.2,1,LDK,38.95,10000,12.2,12.2
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,12.2,1,LDK,38.95,10000,12.2,12.2
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,12.8,1,LDK,42.89,10000,12.8,12.8
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,13.7,1,LDK,44.77,10000,13.7,13.7
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,13.7,1,LDK,44.77,10000,13.7,13.7
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,13.7,1,LDK,44.77,18000,13.7,13.7
レジディア御所東,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,21.2,2,LDK,73.56,18000,,21.2
レジディア御所東,京福電鉄北野線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,25,2,LDK,73.56,18000,,25
レジディア御所東,京福電鉄北野線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,25.2,2,LDK,73.56,18000,,25.2
レジディア御所東,京福電鉄北野線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,25.2,2,LDK,73.56,18000,,25.2
エイム二番町,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区二番町,34,3.8,1,K,19.24,3000,,
エイム二番町,京福電鉄北野線,北野白梅町駅,14.0,京都府京都市上京区二番町,34,3.8,1,K,19.24,3000,,
エイム二番町,京阪鴨東線,北野白梅町駅,14.0,京都府京都市上京区二番町,34,4,1,K,24.12,3000,,
エイム二番町,京阪鴨東線,北野白梅町駅,14.0,京都府京都市上京区二番町,34,4,1,K,20.2,3000,,
エイム二番町,京阪鴨東線,北野白梅町駅,14.0,京都府京都市上京区二番町,34,4,1,K,20,3000,,
グランコスモ今出川,地下鉄烏丸線,出町柳駅,6.0,京都府京都市上京区一真町,15,7.5,1,K,28,3850,,15.5
グランコスモ今出川,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区一真町,15,7.5,1,K,28,3850,,7.5
グランコスモ今出川,京阪鴨東線,出町柳駅,6.0,京都府京都市上京区一真町,15,7.5,1,R,28,3850,,15.5
地下鉄烏丸線 今出川駅 2階建 築17年,京阪鴨東線,今出川駅,18.0,京都府京都市上京区五辻町,17,5.3,1,K,22.35,6000,,12
グランコスモ鴨川,京阪鴨東線,出町柳駅,4.0,京都府京都市上京区青龍町,25,6.4,1,K,24.64,3850,,12.8
グランコスモ鴨川,京阪鴨東線,出町柳駅,4.0,京都府京都市上京区青龍町,25,6.4,1,K,25,3850,,12.8
グランコスモ鴨川,京福電鉄北野線,出町柳駅,4.0,京都府京都市上京区青龍町,25,6.4,1,K,25,3850,,12.8
グランコスモ鴨川,京阪鴨東線,出町柳駅,4.0,京都府京都市上京区青龍町,25,6.4,1,K,25,3850,,12.8
京阪鴨東線 出町柳駅 10階建 築25年,京阪鴨東線,出町柳駅,4.0,京都府京都市上京区青龍町,25,6.4,1,K,24.64,3850,,12.8
メゾンドール御前,京阪鴨東線,北野白梅町駅,13.0,京都府京都市上京区西上之町,37,4.4,1,K,22,3000,,
キアーラ御所,京阪鴨東線,出町柳駅,5.0,京都府京都市上京区栄町,22,6.3,1,K,21.6,7000,8,8
キアーラ御所,京阪鴨東線,出町柳駅,5.0,京都府京都市上京区栄町,22,6.8,1,K,27.5,7000,8,8
キアーラ御所,京福電鉄北野線,出町柳駅,5.0,京都府京都市上京区栄町,22,7.1,1,K,28,7000,8,8
キアーラ御所,京福電鉄北野線,出町柳駅,5.0,京都府京都市上京区栄町,22,7.1,1,K,24.9,7000,8,8
キアーラ御所,京福電鉄北野線,出町柳駅,5.0,京都府京都市上京区栄町,22,7.8,1,DK,35,7000,10,10
メゾン・エチーフ,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.4,1,K,20.4,4000,,4.4
メゾン・エチーフ,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.4,1,K,24,6000,,4.4
メゾン・エチーフ,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.4,1,K,19.23,6000,,4.4
メゾン・エチーフ,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.5,1,K,21.62,6000,,4.5
メゾン・エチーフ,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.5,1,K,21.62,6000,,4.5
メゾン・エチーフ,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.5,1,K,21,6000,,4.5
メゾン・エチーフ,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.6,1,K,24,6000,,4.6
メゾン・エチーフ,地下鉄烏丸線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.6,1,K,24,6000,,4.6
メゾン・エチーフ,地下鉄烏丸線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.6,1,K,19.23,6000,,4.6
メゾン・エチーフ,京福電鉄北野線,北野白梅町駅,16.0,京都府京都市上京区革堂町,35,4.7,1,K,24,6000,,4.7
地下鉄烏丸線 今出川駅 2階建 築3年,京福電鉄北野線,今出川駅,15.0,京都府京都市上京区芝大宮町,3,6.3,1,R,27.53,5000,,6.3
エスペランサ西陣芝大宮,地下鉄烏丸線,今出川駅,15.0,京都府京都市上京区芝大宮町,3,6.3,1,R,27.53,5000,,6.3
京福電鉄北野線 北野白梅町駅 6階建 築38年,地下鉄烏丸線,北野白梅町駅,13.0,京都府京都市上京区南上善寺町,38,4,1,K,34.8,5000,,
京福電鉄北野線 北野白梅町駅 6階建 築38年,地下鉄烏丸線,北野白梅町駅,13.0,京都府京都市上京区南上善寺町,38,15,2,LDK,44,8000,,
大晋メゾネ御所西,地下鉄烏丸線,今出川駅,2.0,京都府京都市上京区梅屋町,28,5.8,1,K,25.96,12000,5.8,5.8
大晋メゾネ御所西,地下鉄烏丸線,今出川駅,2.0,京都府京都市上京区梅屋町,28,5.9,1,K,25.96,12000,5.9,5.9
大晋メゾネ御所西,地下鉄烏丸線,今出川駅,2.0,京都府京都市上京区梅屋町,28,5.9,1,K,25.96,12000,5.9,5.9
大晋メゾネ御所西,地下鉄烏丸線,今出川駅,2.0,京都府京都市上京区梅屋町,28,6,1,K,25.96,12000,6,6
大晋メゾネ御所西,地下鉄烏丸線,今出川駅,2.0,京都府京都市上京区梅屋町,28,6.2,1,K,25.96,12000,6.2,6.2
カガヤ家,地下鉄烏丸線,今出川駅,5.0,京都府京都市上京区裏風呂町,5,6.2,1,R,21.64,5000,,3.1
ＬａＦｉｔｅＧＯＳＨＯＮＩＳＨＩ,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区今図子町,2,11.3,1,LDK,42.6,8000,11.3,11.3
ＬａＦｉｔｅＧＯＳＨＯＮＩＳＨＩ,地下鉄烏丸線,今出川駅,4.0,京都府京都市上京区今図子町,2,12.2,1,LDK,50.44,8000,12.2,12.2
sawarabi terrace,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区寺今町,12,6.8,1,K,30.08,6000,,10
sawarabi terrace,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区寺今町,12,6.85,1,K,27.52,6000,,10
sawarabi terrace,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区寺今町,12,6.85,1,K,27.52,6000,,10
sawarabi terrace,地下鉄烏丸線,今出川駅,13.0,京都府京都市上京区寺今町,12,7,1,K,27,6000,,10
sawarabi terrace,京阪鴨東線,今出川駅,13.0,京都府京都市上京区寺今町,12,7.05,1,K,27.52,6000,,10
sawarabi terrace,京阪鴨東線,今出川駅,13.0,京都府京都市上京区寺今町,12,8.8,1,K,30.08,6000,,
コンフォート佐伯,京阪鴨東線,鞍馬口駅,7.0,京都府京都市上京区高徳寺町,36,6.8,1,DK,34.03,5000,6.8,6.8
京阪鴨東線 神宮丸太町駅 10階建 築17年,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,11,1,R,37.65,10000,,11
京阪鴨東線 神宮丸太町駅 10階建 築17年,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,12.2,1,LDK,38.95,10000,12.2,12.2
京阪鴨東線 神宮丸太町駅 10階建 築17年,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,12.8,1,LDK,42.89,10000,12.8,12.8
京阪鴨東線 神宮丸太町駅 10階建 築17年,京阪鴨東線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,13.7,1,LDK,44.77,10000,13.7,13.7
京阪鴨東線 神宮丸太町駅 10階建 築17年,地下鉄烏丸線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,13.7,1,LDK,44.77,18000,13.7,13.7
京阪鴨東線 神宮丸太町駅 10階建 築17年,地下鉄烏丸線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,25,2,LDK,73.56,18000,,25
京阪鴨東線 神宮丸太町駅 10階建 築17年,地下鉄烏丸線,神宮丸太町駅,7.0,京都府京都市上京区新烏丸頭町,17,25.2,2,LDK,73.56,18000,,25.2
マ・メゾン,京福電鉄北野線,今出川駅,18.0,京都府京都市上京区一色町,25,5.5,1,K,22,5000,,5.5
マ・メゾン,京福電鉄北野線,今出川駅,18.0,京都府京都市上京区一色町,25,5.5,1,K,23,5000,,5.5
マ・メゾン,京福電鉄北野線,今出川駅,18.0,京都府京都市上京区一色町,25,5.5,1,K,23,5000,,5.5
京福電鉄北野線 北野白梅町駅 4階建 築37年,京福電鉄北野線,北野白梅町駅,4.0,京都府京都市上京区西町,37,3.2,1,DK,21.15,6000,3.2,3.2
京福電鉄北野線 北野白梅町駅 4階建 築37年,京福電鉄北野線,北野白梅町駅,4.0,京都府京都市上京区西町,37,3.2,1,DK,19.31,6000,,
京福電鉄北野線 北野白梅町駅 2階建 築16年,京福電鉄北野線,北野白梅町駅,19.0,京都府京都市上京区閻魔前町,16,5.3,1,K,23.2,,,5.3
京福電鉄北野線 北野白梅町駅 2階建 築16年,京福電鉄北野線,北野白梅町駅,19.0,京都府京都市上京区閻魔前町,16,5.3,1,K,23.2,3000,,5.3
京福電鉄北野線 北野白梅町駅 2階建 築16年,地下鉄烏丸線,北野白梅町駅,19.0,京都府京都市上京区閻魔前町,16,5.3,1,K,22.8,3000,,5.3
京福電鉄北野線 北野白梅町駅 5階建 築36年,地下鉄烏丸線,北野白梅町駅,9.0,京都府京都市上京区東今小路町,36,5.9,1,K,28.88,6000,,5.9
京福電鉄北野線 北野白梅町駅 5階建 築36年,地下鉄烏丸線,北野白梅町駅,9.0,京都府京都市上京区東今小路町,36,5.9,1,DK,28.88,6000,,5.9
カーサ南野,地下鉄烏丸線,鞍馬口駅,2.0,京都府京都市上京区竹園町,32,5.3,1,DK,27.9,4000,5.3,5.3
カーサ南野,地下鉄烏丸線,鞍馬口駅,2.0,京都府京都市上京区竹園町,32,5.4,1,K,28,4000,5.4,5.4
グランタック御所西,地下鉄烏丸線,丸太町駅,12.0,京都府京都市上京区藪之内町,40,3.8,1,K,17.5,6000,,
グランタック御所西,地下鉄烏丸線,丸太町駅,12.0,京都府京都市上京区藪之内町,40,3.8,1,K,17.06,6000,,
地下鉄烏丸線 今出川駅 3階建 築34年,地下鉄烏丸線,今出川駅,3.0,京都府京都市上京区上立売東町,34,3.8,1,K,17,,,
地下鉄烏丸線 今出川駅 3階建 築34年,地下鉄烏丸線,今出川駅,3.0,京都府京都市上京区上立売東町,34,3.8,1,K,19,,,
マンションカツマ,京福電鉄北野線,今出川駅,3.0,京都府京都市上京区上立売東町,34,3.8,1,K,19,,,
マンションカツマ,京福電鉄北野線,今出川駅,3.0,京都府京都市上京区上立売東町,34,3.8,1,K,17,,,
サンパティック壹番館,京福電鉄北野線,今出川駅,20.0,京都府京都市上京区中猪熊町,27,4.5,1,K,21.77,5000,,
京福電鉄北野線 北野白梅町駅 4階建 築36年,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区北町,36,3.5,1,K,19.32,5000,,
京福電鉄北野線 北野白梅町駅 4階建 築36年,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区北町,36,3.5,1,K,18.2,5000,,
京福電鉄北野線 北野白梅町駅 4階建 築36年,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区北町,36,3.5,1,K,18.2,5000,,
京福電鉄北野線 北野白梅町駅 4階建 築36年,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区北町,36,3.6,1,K,18.2,5000,,
京福電鉄北野線 北野白梅町駅 4階建 築36年,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区北町,36,5.3,1,R,19.32,5000,3,5.3
京福電鉄北野線 北野白梅町駅 4階建 築36年,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区北町,36,5.3,1,R,18.2,5000,3,5.3
京福電鉄北野線 北野白梅町駅 4階建 築36年,京福電鉄北野線,北野白梅町駅,13.0,京都府京都市上京区北町,36,5.3,1,K,18.2,5000,3,5.3
ヴィラ矢杉末広,地下鉄烏丸線,北野白梅町駅,15.0,京都府京都市上京区末広町,30,3.6,1,K,18.09,5000,,
ヴィラ矢杉末広,地下鉄烏丸線,北野白梅町駅,15.0,京都府京都市上京区末広町,30,3.6,1,K,19,5500,,
ヴィラ矢杉末広,地下鉄烏丸線,北野白梅町駅,15.0,京都府京都市上京区末広町,30,3.6,1,K,19,5500,,
第４マインたなべ,地下鉄烏丸線,鞍馬口駅,19.0,京都府京都市上京区中社町,28,4.3,1,K,22.8,5000,4.3,4.3
第４マインたなべ,地下鉄烏丸線,鞍馬口駅,19.0,京都府京都市上京区中社町,28,4.5,1,K,23,5000,4.5,4.5
第４マインたなべ,地下鉄烏丸線,鞍馬口駅,19.0,京都府京都市上京区中社町,28,4.5,1,K,19,5000,4.5,4.5
ＣＩＴＹ８８,地下鉄烏丸線,今出川駅,14.0,京都府京都市上京区福大明神町,42,4.6,1,K,18,,,
アビタシオン鴨川,地下鉄烏丸線,鞍馬口駅,6.0,京都府京都市上京区鶴山町,33,4,1,K,19.34,5000,5,4
アビタシオン鴨川,地下鉄烏丸線,鞍馬口駅,6.0,京都府京都市上京区鶴山町,33,4,1,K,19.38,5000,5,4
アビタシオン鴨川,地下鉄烏丸線,鞍馬口駅,6.0,京都府京都市上京区鶴山町,33,5.5,1,K,33.13,5000,5,10
アビタシオン鴨川,京福電鉄北野線,鞍馬口駅,6.0,京都府京都市上京区鶴山町,33,5.5,1,K,33.29,5000,5,10
アビタシオン鴨川,京福電鉄北野線,鞍馬口駅,6.0,京都府京都市上京区鶴山町,33,5.5,1,R,33,5000,5,10
アビタシオン鴨川,京福電鉄北野線,鞍馬口駅,6.0,京都府京都市上京区鶴山町,33,5.5,1,R,32.86,5000,5,10
地下鉄烏丸線 今出川駅 4階建 築13年,京福電鉄北野線,北野白梅町駅,17.0,京都府京都市上京区泰童町,13,5.7,1,K,22.1,6000,,
地下鉄烏丸線 今出川駅 4階建 築13年,京福電鉄北野線,北野白梅町駅,17.0,京都府京都市上京区泰童町,13,5.8,1,K,21.6,6000,,
地下鉄烏丸線 今出川駅 4階建 築13年,地下鉄烏丸線,北野白梅町駅,17.0,京都府京都市上京区泰童町,13,5.8,1,K,21.6,6000,,
京福電鉄北野線 北野白梅町駅 4階建 築3年,地下鉄烏丸線,北野白梅町駅,18.0,京都府京都市上京区西富仲町,3,7,2,K,28.68,7000,,10
京福電鉄北野線 北野白梅町駅 4階建 築3年,地下鉄烏丸線,北野白梅町駅,18.0,京都府京都市上京区西富仲町,3,7,2,K,28.68,7000,,7
ハーベストコート二条,京福電鉄北野線,丸太町駅,13.0,京都府京都市上京区元福大明神町,34,5.1,1,K,22,5000,,
ハーベストコート二条,京福電鉄北野線,丸太町駅,13.0,京都府京都市上京区元福大明神町,34,5.1,1,K,25,5000,,
ハーベストコート二条,京福電鉄北野線,丸太町駅,13.0,京都府京都市上京区元福大明神町,34,5.1,1,K,21.05,5000,,
デトムワン衣笠,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区北町,36,3.5,1,K,20.46,5000,2,3
デトムワン衣笠,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区北町,36,3.5,1,K,19.32,5000,,
デトムワン衣笠,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区北町,36,3.5,1,K,18.2,5000,,
デトムワン衣笠,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区北町,36,3.5,1,K,18.2,5000,,
デトムワン衣笠,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区北町,36,3.6,1,K,18.2,5000,,
デトムワン衣笠,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区北町,36,5.3,1,K,18.2,5000,3,5.3
デトムワン衣笠,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区北町,36,5.3,1,R,18.2,5000,3,5.3
デトムワン衣笠,京福電鉄北野線,北野白梅町駅,15.0,京都府京都市上京区北町,36,5.3,1,K,18.2,5000,3,5.3
地下鉄烏丸線 今出川駅 4階建 築3年,地下鉄烏丸線,北野白梅町駅,18.0,京都府京都市上京区西富仲町,3,7.1,2,K,28.66,7000,,10
京福電鉄北野線 北野白梅町駅 4階建 築40年,地下鉄烏丸線,北野白梅町駅,4.0,京都府京都市上京区西町,40,3.2,1,DK,25,6000,,
京福電鉄北野線 北野白梅町駅 4階建 築40年,地下鉄烏丸線,北野白梅町駅,4.0,京都府京都市上京区西町,40,3.3,1,DK,19.5,6000,,
地下鉄烏丸線 鞍馬口駅 6階建 築17年,地下鉄烏丸線,鞍馬口駅,1.0,京都府京都市上京区上御霊前町,17,6.4,1,K,26.25,6000,6.4,6.4
地下鉄烏丸線 鞍馬口駅 6階建 築17年,地下鉄烏丸線,鞍馬口駅,1.0,京都府京都市上京区上御霊前町,17,6.6,1,K,26.25,6000,6.6,6.6
地下鉄烏丸線 鞍馬口駅 6階建 築17年,地下鉄烏丸線,鞍馬口駅,1.0,京都府京都市上京区上御霊前町,17,7.9,1,K,35.21,6000,7.9,7.9
地下鉄烏丸線 今出川駅 2階建 築16年,地下鉄烏丸線,,,京都府京都市上京区新白水丸町,16,5.4,1,K,26,6000,,10.8
地下鉄烏丸線 今出川駅 2階建 築16年,地下鉄烏丸線,,,京都府京都市上京区新白水丸町,16,5.4,1,K,27,6000,,10.8
地下鉄烏丸線 今出川駅 2階建 築16年,地下鉄烏丸線,,,京都府京都市上京区新白水丸町,16,5.4,1,K,18.5,6000,,10.8
地下鉄烏丸線 今出川駅 2階建 築16年,地下鉄烏丸線,,,京都府京都市上京区新白水丸町,16,5.4,1,K,26,6000,,10.8
地下鉄烏丸線 今出川駅 2階建 築16年,京阪鴨東線,,,京都府京都市上京区新白水丸町,16,5.5,1,K,27,6000,,11
メゾンＮｏｗＮｏｗ,地下鉄烏丸線,今出川駅,2.0,京都府京都市上京区岡松町,38,4.3,1,K,18.9,4000,,4.3
